药品通用名
苯丙氨酸
苯丙醇
苯丙酸诺龙
苯丁酸氮芥
苯酚
苯环喹溴铵
苯磺贝他斯汀
苯磺顺阿曲库铵
苯磺酸阿曲库铵
苯磺酸氨氯地平
苯磺酸氨氯地平|马来酸氨氯地平|甲磺酸氨氯地平|门冬氨酸氨氯地平
苯磺酸瑞马唑仑
苯磺酸左氨氯地平
苯磺酸左氨氯地平|马来酸左氨氯地平
苯甲醇
苯甲酸
苯甲酸阿格列汀
苯甲酸雌二醇
苯甲酸利扎曲普坦
苯哩西林钠
苯噻啶
苯妥英钠
苯溴马隆
苯扎贝特
苯扎氯铵
苯扎漠铵
苯扎漠铵溶液
苯佐卡因
苯唑西林钠
鼻窦炎
鼻炎
鼻炎康
鼻炎灵
鼻炎通
鼻咽灵
鼻咽清毒
鼻渊
鼻渊舒
鼻渊通窍
比阿培南
比拜克
比伐芦定
比卡鲁胺
比克恩丙诺
比沙可啶
比索洛尔氨氯地平
吡贝地尔
吡非尼酮
吡格列酮二甲双胍
吡喹酮
吡拉西坦
吡仑帕奈
吡罗昔康
吡美莫司
吡嘧司特钾
吡哌酸
吡嗪酰胺
荜澄茄
荜铃胃痛
荜苃
萆薢分清
蓖麻油
蓖麻子
痹祺
避瘟
苄达赖氨酸
苄氟噻嗪
苄星青霉素
便通
标准桃金娘
表实感冒
表虚感冒
鳖甲
别嘌醇
槟榔
槟榔四消
冰醋酸
冰黄肤乐
冰连
冰硼
冰片
丙氨酸
丙氨酰谷氨酰胺
丙谷胺
丙磺舒
丙硫氧嘧啶
丙硫异烟胺
丙泊酚
丙泊酚中/长链脂肪乳
丙酸倍氯米松
丙酸氟替卡松
丙酸氟替卡松|糠酸氟替卡松
丙酸睾酮
丙酸交沙霉素
丙酸氯倍他索
丙戊酸镁
丙戊酸钠
丙型肝炎病毒抗体诊断试剂盒
拨云退翳
波生坦
玻璃酸酶
玻璃酸钠
补白
补肺活血
补骨脂
补脑安神
补脾益肠
补肾固齿
补肾宁
补肾通淋
补肾养血
补肾益精
补肾益脑
补心气
补虚通瘀
补血生乳
补血益母
补液盐
补益地黄
补益蒺藜
补中益气
布比卡因
布地格福
布地奈德
布地奈德福莫特罗
布格替尼
布林佐胺
布林佐胺噻吗洛尔
布林佐胺溴莫尼定
布洛芬
布洛伪麻
布美他尼
布南色林
布氏菌纯蛋白衍生物
布渣叶
参倍固肠
参丹散结
参附
参附强心
参葛补肾
参桂
参精止渴
参莲
参灵蓝
参苓白术
参龙宁心
参麦
参苗降糖
参芪
参芪扶正
参芪肝康
参芪降糖
参芪十一味
参芪五味子
参芪消渴
参茸
参茸白凤
参茸保胎
参茸固本
参芍
参松养心
参苏
参乌健脑
参乌益肾
参仙升脉
参芎
参一
蚕蛾公补
苍耳子
苍耳子鼻炎
苍苓止泻
苍术
藏菖蒲
草豆蔻
草分枝杆菌F.U.36
草果
草酸艾司西酞普兰
草乌
草乌甲素
草乌叶
草香胃康
侧柏叶
茶苯海明
茶碱
茶油
柴胡
柴胡舒肝
柴黄
柴连
柴芩
柴石退热
柴银
蝉蜕
蟾酥
产妇康
产复康
产后逐瘀
肠康
肠内营养
肠舒通
肠胃宁
肠胃适
肠炎宁
常山
常松八味沉香
炒瓜蒌子
车前草
车前子
沉香
沉香化气
沉香化滞
陈皮
陈香露白露
齿痛冰硼
齿痛消炎灵
赤芍
赤石脂
赤小豆
茺蔚子
虫白蜡
臭灵丹草
除湿白带
除湿止痒
楮实子
川贝母
川贝枇杷
川贝雪梨
川贝止咳露
川楝子
川木通
川木香
川牛膝
川射干
川射干黄酮
川乌
川芎
川芎茶调
川芎清脑
川蛭通络
穿龙骨刺
穿龙薯蓣皂苷
穿山龙
穿心莲
穿心莲内酯
喘可治
创灼
垂盆草
垂体后叶
春血安
椿皮
椿乳
纯化水
纯阳正气
唇齿清胃
慈丹
磁石
雌二醇
雌二醇/雌二醇地屈孕酮
雌莫司汀
次水杨酸铋
刺五加
刺五加脑灵
苁蓉通便
苁蓉益肾
苁蓉总苷
促肝细胞生长素
促皮质素
醋氨苯砜
醋氨己酸锌
醋甲唑胺
醋氯芬酸
醋酸阿比特龙
醋酸阿托西班
醋酸艾替班特
醋酸奥曲肽
醋酸丙氨瑞林
醋酸地加瑞克
醋酸地塞米松
醋酸氟轻松
醋酸氟氢可的松
醋酸钙
醋酸戈舍瑞林
醋酸环丙孕酮
醋酸磺胺米隆
醋酸甲地孕酮
醋酸甲萘氢醌
醋酸甲羟孕酮
醋酸卡泊芬净
醋酸可的松
醋酸赖氨酸
醋酸兰瑞肽
醋酸亮丙瑞林
醋酸氯地孕酮
醋酸氯己定
醋酸钠林格
醋酸泼尼松
醋酸泼尼松龙
醋酸氢化可的松
醋酸曲安奈德
醋酸曲普瑞林
醋酸去氨加压素
醋酸去氧皮质酮
催汤
达比加群酯
达肝素钠
达格列净
达卡巴嗪
达可替尼
达雷妥尤单抗
达立通
达芦那韦考比司他
达罗他胺
达那唑
达诺瑞韦钠
达沙替尼
达托霉素
达依泊汀α
大补
大补阴
大柴胡
大川芎
大豆黄卷
大豆异黄酮
大豆油
大腹皮
大黄
大黄利胆
大黄清胃
大黄三味
大黄通便
大黄?虫
大活络
大蓟
大蓟炭
大七厘
大青盐
大青叶
大山楂
大蒜
大蒜素
大血藤
大叶紫珠
大月晶
大枣
大皂角
大株红景天
代温
代温灸
黛蛤
丹参
丹参川芎嗪
丹参多酚酸
丹参多酚酸盐
丹参舒心
丹参水提物
丹参酮
丹参酮IIA磺酸钠
丹参酮提取物
丹参益心
丹灯通脑
丹莪妇康
丹桂香
丹红
丹红化瘀
丹黄祛瘀
丹龙
丹蒌
丹鹿
丹鹿通督
丹七
丹葶肺心
丹萎
丹溪玉屏风
丹膝
丹香清脂
丹益
丹珍头痛
丹栀逍遥
单磷酸阿糖腺苷
单唾液酸四己糖神经节苷脂钠
单硝酸异山梨酯
胆康
胆乐
胆木
胆南星
胆宁
胆石利通
胆石通
胆舒
胆维丁
胆胃康
淡豆豉
淡竹叶
蛋白琥珀酸铁
氮?斯汀
当飞利肝宁
当归
当归补血
当归调经
当归苦参
当归龙荟
当归拈痛
当归养血
当药
党参
荡石
刀豆
氘丁苯那嗪
导赤
稻芽
得生
锝［99mTc］二巯丁二酸盐
锝［99mTc］甲氧异腈
锝［99mTc］焦磷酸盐
锝［99mTc］聚合白蛋白
锝［99mTc］喷替酸盐
锝［99mTc］双半胱氨酸
锝［99mTc］双半胱乙酯
锝[99mTc]亚甲基二膦酸盐
锝［99mTc］亚甲基二膦酸盐
锝［99mTc］依替菲宁
锝［99mTc］植酸盐
德谷门冬双胰岛素
德谷胰岛素
德谷胰岛素利拉鲁肽
德拉马尼
德曲妥珠单抗
地奥司明
地奥心血康
地巴唑
地蒽酚
地枫皮
地肤子
地氟烷
地高辛
地骨皮
地红霉素
地黄
地锦草
地拉罗司
地龙
地龙溶血栓
地氯雷他定
地奈德
地诺前列酮
地诺孕素
地屈孕酮
地塞米松
地塞米松磷酸钠
地塞米松棕榈酸酯
地舒单抗
地特胰岛素
地西泮
地西他滨
地衣芽孢杆菌活菌
地榆
地榆槐角
地榆升白
地贞
地佐辛
灯台叶
灯心草
灯银脑通
灯盏花素
灯盏生脉
灯盏细辛
低分子肝素钙
低分子肝素钠
低分子量肝素钙
低分子量肝素钠
低钙腹膜透析液
低精蛋白锌胰岛素
滇鸡血藤
颠茄
颠茄草
癫痫康
癫痫平
碘
碘［125I］密封籽源
碘［131I］化钠
碘苯酯
碘比醇
碘酊
碘番酸
碘佛醇
碘甘油
碘苷
碘海醇
碘化钾
碘化钠
碘化油
碘解磷定
碘克沙醇
碘美普尔
碘帕醇
碘普罗胺
碘曲仑
碘酸钾
碘他拉葡胺
碘他拉酸
调经
调经促孕
调经化瘀
调经活血
调经养血
调经止痛
调胃消滞
调元大补二十五味汤
跌打
跌打活血
跌打七厘
跌打万花油
跌打镇痛
丁苯酞
丁丙诺啡
丁二磺酸腺苷蛋氨酸
丁甘交联玻璃酸钠
丁公藤
丁酸氢化可的松
丁细牙痛
丁香
丁香罗勒油
丁溴东莨菪碱
定喘
定坤
东莨菪碱
冬虫夏草
冬瓜皮
冬葵果
冬凌草
冻干白喉抗毒素
冻干多价气性坏疽抗毒素
冻干甲型肝炎减毒活疫苗
冻干静注人免疫球蛋白（pH4）
冻干抗蝮蛇毒血清
冻干抗五步蛇毒血清
冻干抗眼镜蛇毒血清
冻干抗银环蛇毒血清
冻干狂犬病人免疫球蛋白
冻干破伤风抗毒素
冻干破伤风人免疫球蛋白
冻干人免疫球蛋白
冻干人血白蛋白
冻干人用狂犬病疫苗
冻干肉毒抗毒素
冻干乙型肝炎人免疫球蛋白
冻干乙型脑炎灭活疫苗
都梁
豆蔻
毒毛花苷K
独活
独活寄生
独圣活血
独一味
杜蛭
杜仲
杜仲降压
杜仲叶
度伐利尤单抗
度拉糖肽
度普利尤单抗
度维利塞
短肽型肠内营养
断血流
煅石膏
对氨基水杨酸
对氨基水杨酸钠
对氨基水杨酸异烟肼
对乙酰氨基酚
对乙酰氨基酚甘露醇
多巴丝肼
多非利特
多格列艾汀
多磺酸粘多糖
多价气性坏疽抗毒素
多库酯钠
多拉米替
多拉韦林
多拉唑嗪
多潘立酮
多索茶碱
多糖铁复合物
多维元素
多西他赛
多烯磷脂酰胆碱
多烯酸乙酯
多中心侵袭性真菌病与皮肤病病例信息采集
多种微量元素
多种维生素
多种油脂肪乳
莪术
莪术油
鹅不食草
厄贝沙坦
厄贝沙坦氢氯噻嗪
厄他培南
厄他培南钠
恩氟烷
恩格列净
恩美曲妥珠单抗
恩那度司他
恩前列素
恩曲他滨
恩曲他滨丙酚替诺福韦
恩曲他滨替诺福韦
恩曲替尼
恩他卡朋
恩他卡朋双多巴
恩替卡韦
恩沃利单抗
恩扎卢胺
儿宝
儿茶
儿感退热宁
儿康宁
儿脾醒
儿童清肺
儿童清热导滞
儿童清咽解热
儿泻康
儿泻停
耳聋
耳聋左慈
二陈
二丁
二丁酰环磷腺苷钙
二冬
二氟尼柳
二甲硅油
二甲硅油气雾剂
二甲磺酸阿米三嗪
二甲双胍恩格列净
二甲双胍格列本脲
二甲双胍格列吡嗪
二甲双胍维格列汀
二硫化硒
二妙
二母安嗽
二母宁嗽
二羟丙茶碱
二巯丙醇
二巯丙磺钠
二巯丁二钠
二巯丁二酸
二十七味定坤
二十味沉香
二十味肉豆蔻
二十五味大汤
二十五味儿茶
二十五味驴血
二十五味珊瑚
二十五味松石
二十五味珍珠
二溴甘露醇
二盐酸奎宁
二氧化碳
二乙酰氨乙酸乙二胺
二至
法半夏
法罗培南钠
法莫替丁
法维拉韦
番泻叶
翻白草
泛酸钙
泛昔洛韦
泛影葡胺
泛影酸
泛影酸钠
防风
防风通圣
防己
防衰益寿
放线菌素D
飞扬草
非布司他
非洛地平
非那雄胺
非奈利酮
非诺贝酸
非诺贝特
非诺洛芬钙
肥儿
榧子
肺力咳
肺宁
分娩能量包
分清五淋
芬布芬
芬太尼
酚磺乙胺
酚咖
酚咖麻敏
酚麻美敏
酚美愈伪麻
酚酞
粉萆薢
粉葛
奋乃静
风寒感冒
风寒咳嗽
风寒双离拐
风热清
风湿
风湿定
风湿二十五味
风湿骨痛
风湿马钱
风湿祛痛
风痛安
风疹减毒活疫苗
枫蓼肠胃康
枫香脂
蜂房
蜂胶
蜂蜡
蜂蜜
冯了性风湿跌打
夫西地酸
呋喹替尼
呋麻
呋喃妥因
呋喃唑酮
呋塞米
肤痒
肤痔清
伏格列波糖
伏立康唑
伏罗尼布
扶正化瘀
佛手
茯苓
氟［18F］脱氧葡糖
氟胞嘧啶
氟比洛芬
氟比洛芬酯
氟伐他汀钠
氟卡胺
氟卡尼
氟康唑
氟罗沙星
氟氯西林钠
氟马西尼
氟米龙
氟尿嘧啶
氟尿嘧啶007
氟哌啶醇
氟哌利多
氟哌噻吨美利曲辛
氟轻松
氟他胺
氟替美维
氟维司群
氟唑帕利
浮萍
福多司坦
福尔可定
福莫司汀
福沙匹坦双葡甲胺
福辛普利钠
辅酶A
辅酶Q10
妇宝
妇必舒
妇必舒阴道
妇康宝
妇康宁
妇科调经
妇科断红饮
妇科分清
妇科千金
妇科十味
妇科通经
妇科养坤
妇科养荣
妇科再造
妇科止带
妇可靖
妇乐
妇良
妇宁
妇宁康
妇女痛经
妇平
妇炎净
妇炎康
妇炎平
妇炎舒
妇炎消
妇阴康
附桂骨痛
附桂紫金
附子
附子理中
复方α-酮酸
复方阿胶
复方阿嗪米特
复方阿司匹林
复方氨酚美沙
复方氨酚那敏
复方氨酚葡锌
复方氨基丁酸维E
复方氨基酸
复方氨基酸葡萄糖电解质
复方氨基酸双肽
复方氨维
复方八维甲睾酮
复方斑蝥
复方板蓝根
复方倍他米松
复方鳖甲软肝
复方布洛芬
复方草珊瑚
复方蟾酥
复方陈香
复方陈香胃
复方川贝精
复方川芎
复方苁蓉益智
复方醋酸地塞米松
复方醋酸甲地孕酮
复方大青叶
复方丹参
复方胆通
复方地芬诺酯
复方地龙
复方滇鸡血藤
复方颠茄氢氧化铝
复方电解质
复方杜仲健骨
复方对乙酰氨基酚
复方多黏菌素B
复方莪术油
复方泛影葡胺
复方酚咖伪麻
复方风湿宁
复方扶芳藤
复方甘铋镁
复方甘草
复方甘草酸苷
复方甘露醇
复方甘油
复方感冒灵
复方高滋斑
复方瓜子金
复方蛤青
复方蒿甲醚
复方红豆杉
复方环磷酰胺
复方黄柏液
复方黄黛
复方黄连素
复方磺胺甲噁唑
复方磺胺嘧啶
复方磺胺嘧啶锌
复方甲氧那明
复方角菜酸酯
复方金黄连
复方金钱草
复方聚乙二醇电解质
复方卡比多巴
复方卡力孜然
复方卡托普利
复方可待因
复方苦参
复方苦参肠炎康
复方利血平
复方利血平氨苯蝶啶
复方羚角降压
复方硫黄
复方龙血竭
复方芦荟
复方罗布麻
复方铝酸铋
复方氯化钠
复方氯解磷定
复方氯唑沙宗
复方满山红
复方米非司酮
复方木尼孜其
复方南星
复方南星止痛
复方脑肽节苷脂
复方牛黄清胃
复方牛黄消炎
复方硼砂
复方匹可硫酸钠
复方葡萄糖酸钙
复方牵正
复方芩兰
复方青黛
复方氢溴酸右美沙芬
复方氢氧化铝
复方曲肽
复方炔诺孕酮
复方乳酸钠
复方三硅酸镁
复方三维B
复方沙棘籽油
复方伤痛
复方十一烯酸锌
复方石淋通
复方石韦
复方嗜酸乳杆菌
复方双花
复方水杨酸
复方碳酸钙
复方天麻蜜环糖肽
复方田七胃痛
复方酮康唑
复方土槿皮
复方托吡卡胺
复方维U颠茄铋铝
复方维生素C钠
复方胃痛
复方夏天无
复方仙鹤草肠炎
复方鲜竹沥
复方香薷水
复方消化酶
复方消食
复方小活络
复方锌布
复方杏香兔耳风
复方熊胆
复方雪参
复方雪莲
复方血栓通
复方牙痛
复方盐酸阿替卡因
复方盐酸利多卡因
复方盐酸伪麻黄碱
复方羊角
复方胰酶
复方异丙托溴铵
复方益肝
复方益肝灵
复方益母
复方益母草
复方银花解毒
复方鱼腥草
复方愈创木酚磺酸钾
复方愈酚喷托那敏
复方皂矾
复方樟脑
复方珍珠
复方珍珠暗疮
复方珍珠口疮
复方紫草
复合磷酸氢钾
复合乳酸菌
复合维生素B
复脉定
复明
复芷止汗
富马酸奥赛利定
富马酸贝达喹啉
富马酸比索洛尔
富马酸丙酚替诺福韦
富马酸二甲酯
富马酸伏诺拉生
富马酸福莫特罗
富马酸喹硫平
富马酸氯马斯汀
富马酸替诺福韦二吡呋酯
富马酸酮替芬
富马酸托特罗定
富马酸亚铁
富马酸伊布利特
富马酸依美斯汀
腹膜透析液（乳酸盐）
覆盆子
钆贝葡胺
钆布醇
钆喷酸葡胺
钆双胺
钆特醇
钆特酸葡胺
甘氨双唑钠
甘氨酸
甘氨酸冲洗液
甘氨酰谷氨酰胺
甘草
甘草流浸
甘草酸单铵半胱氨酸
甘草酸二铵
甘海胃康
甘精胰岛素
甘精胰岛素利司那肽
甘桔冰梅
甘桔清咽
甘露醇
甘露特钠
甘露消毒
甘松
甘遂
甘油
甘油果糖
甘油磷酸钠
杆菌肽
肝达康
肝复乐
肝爽
肝苏
肝素钙
肝素钠
肝泰舒
肝胃气痛
肝炎康复
柑橘黄酮
疳积
感冒清
感冒清热
感冒舒
感冒疏风
感冒退热
感冒止咳
干姜
干漆
干燥硫酸钙
肛安
肛泰
杠板归
高锝［99mTc］酸钠
高良姜
高锰酸钾
高三尖杉酯碱
高山辣根菜
藁本
戈利木单抗
戈那瑞林
戈舍瑞林
格拉司琼
格列本脲
格列吡嗪
格列喹酮
格列美脲
格列齐特
格隆溴铵
格隆溴铵福莫特罗
葛根
葛根苦瓜
葛根苓连
葛根芩连
葛根素
葛根汤
葛兰心宁
葛酮通络
铬［51Cr］酸钠
根痛平
更年安
更昔洛韦
功劳木
功劳去火
宫颈炎康
宫瘤宁
宫瘤清
宫瘤消
宫宁
宫血宁
宫血停
宫炎平
钩端螺旋体疫苗
钩藤
狗脊
狗皮
枸骨叶
枸杞子
枸橼酸铋钾
枸橼酸芬太尼
枸橼酸钙
枸橼酸镓［67Ga］
枸橼酸钾
枸橼酸咖啡因
枸橼酸氯米芬
枸橼酸祕钾
枸橼酸祕雷尼替丁
枸橼酸莫沙必利
枸橼酸钠
枸橼酸哌嗪
枸橼酸喷托维林
枸橼酸舍曲林
枸橼酸舒芬太尼
枸橼酸他莫昔芬
枸橼酸坦度螺酮
枸橼酸托法替布
枸橼酸托瑞米芬
枸橼酸托烷司琼
枸橼酸锌
枸橼酸铉雷尼替丁
枸橼酸伊沙佐米
枸橼酸乙胺嗪
古汉养生精
古塞奇尤单抗
谷氨酸
谷氨酸钾
谷氨酸钠
谷氨酰胺
谷丙甘氨酸
谷胱甘肽
谷红
谷精草
谷赖胰岛素
谷美替尼
谷维素
谷芽
骨刺
骨刺宁
骨刺祛痛
骨刺消痛
骨化三醇
骨康
骨龙
骨疏康
骨松宝
骨碎补
骨通
骨痛灵
骨仙
骨友灵
骨愈灵
骨折挫伤
骨质宁
固本
固本咳喘
固本统血
固本益肠
固肠止泻
固经
固肾定喘
瓜蒌
瓜蒌皮
瓜蒌子
瓜霜退热灵
瓜子金
关黄柏
关黄母
关节克痹
关节镇痛
关节止痛
冠脉宁
冠心丹参
冠心静
冠心宁
冠心生脉
冠心舒通
冠心苏合
贯叶金丝桃
胱氨酸
广东紫珠
广藿香
广藿香油
广金钱草
广金钱草总黄酮
广枣
归脾
归芪活血
归芍地黄
龟甲
龟甲胶
龟龄集
龟鹿补肾
龟鹿二仙
鲑降钙素
鬼臼毒素
癸氟奋乃静
桂附地黄
桂附理中
桂黄清热
桂利嗪
桂林西瓜霜
桂龙咳喘宁
桂美酸
桂芍镇痫
桂枝
桂枝茯苓
国公酒
果糖
过氧苯甲酰
过氧化氢
哈蟆油
哈西奈德
蛤蚧
蛤蚧补肾
蛤蚧定喘
蛤壳
咳喘宁
咳喘顺
咳特灵
还原型谷胱甘肽
海博麦布
海风藤
海桂
海金沙
海昆肾喜
海龙
海马
海马多鞭
海螵蛸
海曲泊帕乙醇胺
海藻
海珠喘息定
寒喘祖帕
寒湿痹
寒水石二十一味
汉防己甲素
汉桃叶
蒿甲醚
蚝贝钙
诃子
合欢花
合欢皮
何首乌
和血明目
和中理脾
荷丹
荷叶
核黄素磷酸钠
核桃仁
鹤虱
黑豆
黑豆馏油
黑骨藤追风活络
黑锡
黑芝麻
黑种草子
恒古骨伤愈
恒制咳喘
红参
红大戟
红豆蔻
红豆杉
红粉
红花
红花黄色素
红花龙胆
红花清肝十三味
红花如意
红花逍遥
红金消结
红景天
红灵
红霉素
红曲
红色正金
红通络
红药
红芷
洪连
喉疾灵
喉咽清
猴耳环消炎
猴头健胃灵
厚朴
厚朴花
厚朴排气
胡蜂酒
胡黄连
胡椒
胡芦巴
湖北贝母
槲寄生
虎地
虎黄烧伤
虎力
虎杖
虎贞清风
琥珀抱龙
琥珀还睛
琥珀氯霉素
琥珀酸地文拉法辛
琥珀酸美托洛尔
琥珀酸美托洛尔|酒石酸美托洛尔
琥珀酸普芦卡必利
琥珀酸瑞波西利
琥珀酸舒马普坦
琥珀酸索利那新
琥珀酸亚铁
琥珀酰明胶
琥珀酰明胶电解质醋酸钠
琥珀消石
琥乙红霉素
护肝
护肝布祖热
护肝宁
护骨
花红
花椒
花蕊石
华蟾素
华法林钠
华山参
华佗
华佗再造
滑膜炎
滑石
滑石粉
化风丹
化积
化橘红
化湿败毒
化瘀祛斑
化瘀散结
化瘀止痛
化癥回生
化痔
化滞柔肝
槐耳
槐花
槐角
槐榆清热止血
獾油
环孢素
环吡酮胺
环扁桃酯
环丙贝特
环丙沙星
环呲酮胺
环硅酸锆钠
环磷酰胺
环磷腺苷
环磷腺苷葡胺
环磷腺昔
环轮宁
环泊酚
环丝氨酸
环索奈德
环维黄杨星D
环酯红霉素
缓痛止泻
黄柏
黄柏八味
黄岑
黄疸肝炎
黄莪
黄根
黄厚止泻
黄精
黄葵
黄连
黄连上清
黄连羊肝
黄苓提取物
黄龙咳喘
黄龙止咳
黄芪
黄芪多糖
黄芪建中
黄芪健胃
黄芪精
黄芪生脉
黄热减毒活疫苗
黄山药
黄氏响声
黄蜀葵花
黄蜀葵花总黄酮
黄藤
黄藤素
黄体酮
黄杨宁
黄栀花
磺胺醋酰钠
磺胺多辛
磺胺多辛乙胺嘧啶
磺胺甲噁唑
磺胺嘧啶
磺胺嘧啶钠
磺胺嘧啶锌
磺胺嘧啶银
磺胺异噁唑
磺苄西林钠
磺达肝癸钠
磺巯嘌呤钠
灰黄霉素
回生
茴拉西坦
茴麻子
茴三硫
茴香橘核
混合糖电解质
混合重组人胰岛素
活力苏
活络
活心
活血风湿
活血解毒
活血舒筋
活血通脉
活血止痛
活血壮筋
火麻仁
藿胆
藿香清胃
藿香正气
肌苷
鸡骨草
鸡冠花
鸡内金
鸡血藤
积雪草
积雪草总苷
积雪苷
积雪苷霜
吉非罗齐
吉非替尼
吉他霉素
吉祥安坤
急性子
急支
蒺藜
蒺藜皂苷
己酸羟孕酮
己酮可可碱
己烯雌酚
脊髓灰质炎减毒活疫苗
脊髓灰质炎减毒活疫苗糖丸
季德胜蛇
季德胜蛇药
济生橘核
济生肾气
寄生追风酒
加巴喷丁
加替沙星
加味藿香正气
加味生化
加味天麻
加味香连
加味逍遥
加味左金
甲氨蝶呤
甲苯磺丁脲
